================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:22:07] +1202.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:08] +1203.6s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:22:09] +1204.7s | RAM: 13.20/27.65 GB ( 47.8%) | VRAM: N/A
[13:22:10] +1205.7s | RAM: 13.21/27.65 GB ( 47.8%) | VRAM: N/A
[13:22:11] +1206.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:12] +1207.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:13] +1208.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:14] +1209.8s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:15] +1210.8s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:16] +1211.8s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:17] +1212.8s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:18] +1213.9s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:19] +1214.9s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:20] +1215.9s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:21] +1216.9s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:22] +1217.9s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:23] +1218.9s | RAM: 13.23/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:24] +1220.0s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:25] +1221.0s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:26] +1222.0s | RAM: 13.26/27.65 GB ( 48.0%) | VRAM: N/A
[13:22:27] +1223.0s | RAM: 13.42/27.65 GB ( 48.5%) | VRAM: N/A
[13:22:28] +1224.0s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:29] +1225.0s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:31] +1226.1s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:32] +1227.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:33] +1228.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:34] +1229.1s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:22:35] +1230.1s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:36] +1231.1s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:37] +1232.1s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:38] +1233.2s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:22:39] +1234.2s | RAM: 13.15/27.65 GB ( 47.6%) | VRAM: N/A
[13:22:40] +1235.2s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:41] +1236.2s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:42] +1237.2s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:43] +1238.2s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:44] +1239.2s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:45] +1240.3s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:46] +1241.3s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:22:47] +1242.3s | RAM: 13.47/27.65 GB ( 48.7%) | VRAM: N/A
[13:22:48] +1243.3s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:49] +1244.3s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:50] +1245.3s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:51] +1246.4s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:52] +1247.4s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:53] +1248.4s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:22:54] +1249.4s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:55] +1250.4s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:56] +1251.4s | RAM: 13.28/27.65 GB ( 48.1%) | VRAM: N/A
[13:22:57] +1252.4s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:22:58] +1253.5s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:22:59] +1254.5s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:23:00] +1255.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:23:01] +1256.5s | RAM: 13.29/27.65 GB ( 48.1%) | VRAM: N/A
[13:23:02] +1257.5s | RAM: 13.28/27.65 GB ( 48.1%) | VRAM: N/A
[13:23:03] +1258.5s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:04] +1259.6s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:05] +1260.6s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:23:06] +1261.6s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:07] +1262.6s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:08] +1263.6s | RAM: 13.28/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:09] +1264.6s | RAM: 13.25/27.65 GB ( 47.9%) | VRAM: N/A
[13:23:10] +1265.7s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:23:11] +1266.7s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:12] +1267.7s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:13] +1268.7s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:14] +1269.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:15] +1270.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:16] +1271.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:17] +1272.8s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:18] +1273.8s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:19] +1274.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:20] +1275.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:21] +1276.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:22] +1277.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:23] +1278.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:24] +1279.9s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:25] +1280.9s | RAM: 13.09/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:26] +1282.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:27] +1283.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:28] +1284.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:29] +1285.0s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:31] +1286.1s | RAM: 13.12/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:32] +1287.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:33] +1288.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:34] +1289.1s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:35] +1290.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:36] +1291.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:37] +1292.2s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:23:38] +1293.2s | RAM: 13.27/27.65 GB ( 48.0%) | VRAM: N/A
[13:23:39] +1294.3s | RAM: 13.12/27.65 GB ( 47.5%) | VRAM: N/A
[13:23:40] +1295.3s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:41] +1296.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:42] +1297.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:43] +1298.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:44] +1299.4s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:23:45] +1300.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:46] +1301.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:47] +1302.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:48] +1303.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:49] +1304.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:50] +1305.4s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:23:51] +1306.5s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:52] +1307.5s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:53] +1308.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:54] +1309.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:55] +1310.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:56] +1311.5s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:23:57] +1312.5s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:58] +1313.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:23:59] +1314.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:00] +1315.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:01] +1316.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:02] +1317.6s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:03] +1318.7s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:24:04] +1319.7s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:05] +1320.7s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:06] +1321.7s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:07] +1322.7s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:08] +1323.7s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:09] +1324.8s | RAM: 13.42/27.65 GB ( 48.6%) | VRAM: N/A
[13:24:10] +1325.8s | RAM: 13.24/27.65 GB ( 47.9%) | VRAM: N/A
[13:24:11] +1326.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:12] +1327.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:13] +1328.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:14] +1329.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:15] +1330.8s | RAM: 13.12/27.65 GB ( 47.5%) | VRAM: N/A
[13:24:16] +1331.8s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:17] +1332.8s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:18] +1333.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:19] +1334.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:20] +1335.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:21] +1336.9s | RAM: 13.12/27.65 GB ( 47.5%) | VRAM: N/A
[13:24:22] +1337.9s | RAM: 13.10/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:23] +1338.9s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:24] +1339.9s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:25] +1341.0s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:26] +1342.0s | RAM: 13.11/27.65 GB ( 47.4%) | VRAM: N/A
[13:24:27] +1343.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:28] +1344.0s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:30] +1345.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:31] +1346.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:32] +1347.1s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:33] +1348.1s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:34] +1349.1s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:35] +1350.2s | RAM: 13.22/27.65 GB ( 47.8%) | VRAM: N/A
[13:24:36] +1351.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:37] +1352.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:38] +1353.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:39] +1354.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:24:40] +1355.3s | RAM: 13.37/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:41] +1356.3s | RAM: 13.37/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:42] +1357.3s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:43] +1358.3s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:44] +1359.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:45] +1360.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:46] +1361.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:47] +1362.4s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:48] +1363.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:49] +1364.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:50] +1365.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:51] +1366.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:52] +1367.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:53] +1368.5s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:54] +1369.5s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:24:55] +1370.5s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:24:56] +1371.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:57] +1372.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:58] +1373.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:24:59] +1374.6s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:25:00] +1375.7s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:01] +1376.7s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:25:02] +1377.7s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:25:03] +1378.7s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:04] +1379.8s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:05] +1380.8s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:25:06] +1381.8s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:07] +1382.8s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:08] +1383.8s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:09] +1384.9s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:25:10] +1385.9s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:11] +1386.9s | RAM: 13.18/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:12] +1387.9s | RAM: 13.21/27.65 GB ( 47.8%) | VRAM: N/A
[13:25:13] +1389.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:14] +1390.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:15] +1391.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:16] +1392.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:17] +1393.0s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:19] +1394.0s | RAM: 13.21/27.65 GB ( 47.8%) | VRAM: N/A
[13:25:20] +1395.1s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:25:21] +1396.1s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:22] +1397.1s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:23] +1398.1s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:24] +1399.1s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:25] +1400.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:26] +1401.2s | RAM: 13.23/27.65 GB ( 47.8%) | VRAM: N/A
[13:25:27] +1402.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:28] +1403.2s | RAM: 13.19/27.65 GB ( 47.7%) | VRAM: N/A
[13:25:29] +1404.2s | RAM: 13.14/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:30] +1405.2s | RAM: 13.14/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:31] +1406.2s | RAM: 13.13/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:32] +1407.2s | RAM: 13.16/27.65 GB ( 47.6%) | VRAM: N/A
[13:25:33] +1408.3s | RAM: 13.14/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:34] +1409.3s | RAM: 13.14/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:35] +1410.3s | RAM: 13.14/27.65 GB ( 47.5%) | VRAM: N/A
[13:25:36] +1411.3s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:25:37] +1412.4s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:25:38] +1413.4s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:25:39] +1414.4s | RAM: 13.30/27.65 GB ( 48.1%) | VRAM: N/A
[13:25:40] +1415.4s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:25:41] +1416.4s | RAM: 13.56/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:42] +1417.5s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:43] +1418.5s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:44] +1419.5s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:45] +1420.6s | RAM: 13.72/27.65 GB ( 49.6%) | VRAM: N/A
[13:25:46] +1421.6s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:47] +1422.6s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:48] +1423.6s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:49] +1424.6s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:50] +1425.6s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:51] +1426.6s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:25:52] +1427.6s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:53] +1428.7s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:54] +1429.7s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:55] +1430.7s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:56] +1431.7s | RAM: 13.53/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:57] +1432.8s | RAM: 13.56/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:58] +1433.8s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:25:59] +1434.8s | RAM: 13.53/27.65 GB ( 49.0%) | VRAM: N/A
[13:26:00] +1435.8s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:26:01] +1436.8s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:26:02] +1437.8s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:26:03] +1438.8s | RAM: 13.55/27.65 GB ( 49.0%) | VRAM: N/A
[13:26:04] +1439.9s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:26:05] +1440.9s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:26:06] +1441.9s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:26:07] +1442.9s | RAM: 13.53/27.65 GB ( 49.0%) | VRAM: N/A
[13:26:08] +1444.0s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:26:09] +1445.0s | RAM: 13.48/27.65 GB ( 48.8%) | VRAM: N/A
[13:26:10] +1446.0s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:26:11] +1447.0s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:12] +1448.0s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:14] +1449.1s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:15] +1450.1s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:16] +1451.1s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:17] +1452.1s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:18] +1453.2s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:19] +1454.2s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:20] +1455.2s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:21] +1456.2s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:22] +1457.2s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:26:23] +1458.2s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:24] +1459.3s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:25] +1460.3s | RAM: 13.32/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:26] +1461.3s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:27] +1462.3s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:26:28] +1463.3s | RAM: 13.31/27.65 GB ( 48.1%) | VRAM: N/A
[13:26:29] +1464.3s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:30] +1465.4s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:31] +1466.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:32] +1467.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:33] +1468.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:34] +1469.4s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:35] +1470.5s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:36] +1471.5s | RAM: 13.50/27.65 GB ( 48.8%) | VRAM: N/A
[13:26:37] +1472.5s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:38] +1473.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:39] +1474.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:40] +1475.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:41] +1476.5s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:42] +1477.6s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:26:43] +1478.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:44] +1479.6s | RAM: 13.34/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:45] +1480.6s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:46] +1481.7s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:47] +1482.7s | RAM: 13.33/27.65 GB ( 48.2%) | VRAM: N/A
[13:26:48] +1483.7s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:49] +1484.7s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:50] +1485.7s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:51] +1486.7s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:52] +1487.7s | RAM: 13.34/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:53] +1488.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:54] +1489.8s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:55] +1490.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:56] +1491.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:57] +1492.8s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:58] +1493.9s | RAM: 13.35/27.65 GB ( 48.3%) | VRAM: N/A
[13:26:59] +1494.9s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:27:00] +1495.9s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:27:01] +1496.9s | RAM: 13.54/27.65 GB ( 49.0%) | VRAM: N/A
[13:27:02] +1497.9s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:27:03] +1498.9s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:27:04] +1500.0s | RAM: 13.37/27.65 GB ( 48.4%) | VRAM: N/A
[13:27:05] +1501.0s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
